indent_id,consume_time,consume_way,consume_money,payment_status,wallet_id,card_serial,user_phone_number,qr_code,is_upload,reduction_money,reduction_contant,calories,carbohydrates,protein,fat,fiber,_source_sheet,date,hour,weekday,month,meal_period
135546,2025-02-19 11:39:02,3,14.5,1,,,,,0,0,无,1028.6,114.48,52.06,38.96,8.76,indent_3,2025-02-19,11,2,2,lunch
135547,2025-02-19 11:39:20,3,12.5,1,,,,,0,0,无,1018.15,111.47,44.92,41.94,9.63,indent_3,2025-02-19,11,2,2,lunch
135548,2025-02-19 11:39:33,3,4.02,1,,,,,0,0,无,291.4,36.37,15.04,9.34,1.89,indent_3,2025-02-19,11,2,2,lunch
135549,2025-02-19 11:39:44,3,17.47,1,,,,,0,0,无,888.0,52.17,66.65,43.92,4.89,indent_3,2025-02-19,11,2,2,lunch
135550,2025-02-19 11:39:56,3,5.57,1,,,,,0,0,无,413.03,36.78,21.82,18.75,3.83,indent_3,2025-02-19,11,2,2,lunch
135551,2025-02-19 11:39:59,3,6.66,1,,,,,0,0,无,433.3,42.6,23.35,18.41,3.18,indent_3,2025-02-19,11,2,2,lunch
135552,2025-02-19 11:40:07,3,13.73,1,,,,,0,0,无,933.0,86.14,54.71,39.5,11.97,indent_3,2025-02-19,11,2,2,lunch
135553,2025-02-19 11:40:08,3,7.35,1,,,,,0,0,无,597.29,70.83,28.21,20.79,3.22,indent_3,2025-02-19,11,2,2,lunch
135554,2025-02-19 11:40:16,3,4.2,1,,,,,0,0,无,375.25,62.67,13.56,7.39,5.07,indent_3,2025-02-19,11,2,2,lunch
135555,2025-02-19 11:40:17,3,5.28,1,,,,,0,0,无,573.8,98.47,19.68,9.44,4.92,indent_3,2025-02-19,11,2,2,lunch
135556,2025-02-19 11:40:35,3,11.27,1,,,,,0,0,无,688.25,79.12,35.63,24.87,4.93,indent_3,2025-02-19,11,2,2,lunch
135557,2025-02-19 11:40:35,3,13.67,1,,,,,0,0,无,828.0,67.96,52.22,37.52,6.25,indent_3,2025-02-19,11,2,2,lunch
135558,2025-02-19 11:40:53,3,9.15,1,,,,,0,0,无,507.05,42.08,31.88,23.31,1.91,indent_3,2025-02-19,11,2,2,lunch
135559,2025-02-19 11:40:55,3,9.79,1,,,,,0,0,无,775.65,87.31,40.73,26.2,7.19,indent_3,2025-02-19,11,2,2,lunch
135560,2025-02-19 11:41:04,3,10.53,1,,,,,0,0,无,541.9,77.43,26.77,14.63,7.09,indent_3,2025-02-19,11,2,2,lunch
135561,2025-02-19 11:41:17,3,13.18,1,,,,,0,0,无,1015.19,128.14,47.46,31.1,7.42,indent_3,2025-02-19,11,2,2,lunch
135562,2025-02-19 11:41:29,3,10.99,1,,,,,0,0,无,585.15,62.65,30.57,21.97,4.77,indent_3,2025-02-19,11,2,2,lunch
135563,2025-02-19 11:41:32,3,16.28,1,,,,,0,0,无,888.62,71.05,52.97,41.39,5.41,indent_3,2025-02-19,11,2,2,lunch
135564,2025-02-19 11:41:39,3,14.05,1,,,,,0,0,无,949.52,81.75,49.49,44.79,9.52,indent_3,2025-02-19,11,2,2,lunch
135565,2025-02-19 11:41:47,3,7.18,1,,,,,0,0,无,594.41,84.84,26.95,14.55,7.22,indent_3,2025-02-19,11,2,2,lunch
135566,2025-02-19 11:42:03,3,32.4,1,,,,,0,0,无,2101.45,255.15,107.38,69.56,13.48,indent_3,2025-02-19,11,2,2,lunch
135567,2025-02-19 11:42:10,3,11.67,1,,,,,0,0,无,806.45,94.09,39.93,29.41,6.71,indent_3,2025-02-19,11,2,2,lunch
135568,2025-02-19 11:42:18,3,9.57,1,,,,,0,0,无,597.67,68.52,30.72,20.99,6.86,indent_3,2025-02-19,11,2,2,lunch
135569,2025-02-19 11:42:20,3,5.78,1,,,,,0,0,无,405.1,49.28,17.57,14.98,4.92,indent_3,2025-02-19,11,2,2,lunch
135570,2025-02-19 11:42:25,3,16.15,1,,,,,0,0,无,737.93,53.29,46.08,38.32,7.15,indent_3,2025-02-19,11,2,2,lunch
135571,2025-02-19 11:42:43,3,10.34,1,,,,,0,0,无,565.11,73.27,24.77,19.17,7.02,indent_3,2025-02-19,11,2,2,lunch
135572,2025-02-19 11:42:49,3,11.35,1,,,,,0,0,无,843.25,97.1,41.01,29.35,5.53,indent_3,2025-02-19,11,2,2,lunch
135573,2025-02-19 11:43:11,3,10.66,1,,,,,0,0,无,830.52,105.97,37.21,27.51,9.88,indent_3,2025-02-19,11,2,2,lunch
135574,2025-02-19 11:43:20,3,11.82,1,,,,,0,0,无,753.13,99.61,39.48,20.62,5.1,indent_3,2025-02-19,11,2,2,lunch
135575,2025-02-19 11:43:27,3,7.85,1,,,,,0,0,无,628.9,64.55,34.12,23.4,4.13,indent_3,2025-02-19,11,2,2,lunch
135576,2025-02-19 11:43:39,3,10.74,1,,,,,0,0,无,1004.6,119.35,45.02,36.45,8.07,indent_3,2025-02-19,11,2,2,lunch
135577,2025-02-19 11:43:43,3,11.83,1,,,,,0,0,无,645.65,69.58,36.79,23.87,8.76,indent_3,2025-02-19,11,2,2,lunch
135578,2025-02-19 11:43:48,3,7.89,1,,,,,0,0,无,548.75,62.95,26.49,19.18,4.31,indent_3,2025-02-19,11,2,2,lunch
135579,2025-02-19 11:43:56,3,16.86,1,,,,,0,0,无,748.99,57.33,49.79,35.76,8.56,indent_3,2025-02-19,11,2,2,lunch
135580,2025-02-19 11:44:10,3,12.37,1,,,,,0,0,无,846.71,90.75,47.89,30.18,3.68,indent_3,2025-02-19,11,2,2,lunch
135581,2025-02-19 11:44:14,3,9.63,1,,,,,0,0,无,803.5,107.4,32.57,25.73,5.47,indent_3,2025-02-19,11,2,2,lunch
135582,2025-02-19 11:44:20,3,11.36,1,,,,,0,0,无,1006.8,151.15,37.04,27.57,12.64,indent_3,2025-02-19,11,2,2,lunch
135583,2025-02-19 11:44:38,3,18.0,1,,,,,0,0,无,1327.6,128.49,79.17,52.81,10.23,indent_3,2025-02-19,11,2,2,lunch
135584,2025-02-19 11:44:38,3,10.09,1,,,,,0,0,无,753.75,104.27,36.91,20.64,6.76,indent_3,2025-02-19,11,2,2,lunch
135585,2025-02-19 11:44:47,3,15.45,1,,,,,0,0,无,1040.47,121.55,49.26,38.78,8.01,indent_3,2025-02-19,11,2,2,lunch
135586,2025-02-19 11:44:47,3,15.41,1,,,,,0,0,无,989.7,86.01,50.04,49.23,9.68,indent_3,2025-02-19,11,2,2,lunch
135587,2025-02-19 11:44:55,3,18.64,1,,,,,0,0,无,889.09,28.16,70.76,51.03,4.84,indent_3,2025-02-19,11,2,2,lunch
135588,2025-02-19 11:45:11,3,14.75,1,,,,,0,0,无,686.49,42.34,46.22,36.18,7.74,indent_3,2025-02-19,11,2,2,lunch
135589,2025-02-19 11:46:10,3,7.35,1,,,,,0,0,无,644.97,107.69,22.86,12.77,6.28,indent_3,2025-02-19,11,2,2,lunch
135590,2025-02-19 11:46:27,3,4.92,1,,,,,0,0,无,380.0,63.91,13.73,7.61,2.28,indent_3,2025-02-19,11,2,2,lunch
135591,2025-02-19 11:46:33,3,9.99,1,,,,,0,0,无,645.27,102.78,24.62,14.64,5.62,indent_3,2025-02-19,11,2,2,lunch
135592,2025-02-19 11:46:42,3,14.46,1,,,,,0,0,无,834.9,76.76,47.59,36.69,8.27,indent_3,2025-02-19,11,2,2,lunch
135593,2025-02-19 11:46:53,3,8.31,1,,,,,0,0,无,534.53,85.61,18.42,13.51,8.83,indent_3,2025-02-19,11,2,2,lunch
135594,2025-02-19 11:47:00,3,16.26,1,,,,,0,0,无,966.65,71.2,57.89,50.51,8.48,indent_3,2025-02-19,11,2,2,lunch
135595,2025-02-19 11:47:10,3,7.99,1,,,,,0,0,无,667.46,108.54,25.46,12.87,5.4,indent_3,2025-02-19,11,2,2,lunch
135596,2025-02-19 11:47:34,3,1.7,1,,,,,0,0,无,179.2,19.62,8.84,6.36,1.45,indent_3,2025-02-19,11,2,2,lunch
135597,2025-02-19 11:47:56,3,9.71,1,,,,,0,0,无,621.43,67.63,36.44,21.73,2.01,indent_3,2025-02-19,11,2,2,lunch
135598,2025-02-19 11:48:31,3,8.11,1,,,,,0,0,无,570.35,53.46,29.19,25.58,3.89,indent_3,2025-02-19,11,2,2,lunch
135599,2025-02-19 11:48:37,3,13.28,1,,,,,0,0,无,806.81,75.73,50.04,31.57,6.95,indent_3,2025-02-19,11,2,2,lunch
135600,2025-02-19 11:49:17,3,9.12,1,,,,,0,0,无,625.75,70.86,34.19,22.22,4.31,indent_3,2025-02-19,11,2,2,lunch
135601,2025-02-19 11:49:24,3,9.79,1,,,,,0,0,无,592.12,71.18,31.0,19.62,3.84,indent_3,2025-02-19,11,2,2,lunch
135602,2025-02-19 11:53:31,3,35.46,1,,,,,0,0,无,1622.68,156.46,90.32,72.34,22.3,indent_3,2025-02-19,11,2,2,lunch
135603,2025-02-19 11:53:59,3,24.82,1,,,,,0,0,无,1491.18,107.89,95.59,71.15,7.67,indent_3,2025-02-19,11,2,2,lunch
135604,2025-02-19 11:55:27,3,14.55,1,,,,,0,0,无,1099.5,146.21,43.71,36.2,9.61,indent_3,2025-02-19,11,2,2,lunch
135605,2025-02-19 11:56:31,3,11.44,1,,,,,0,0,无,661.47,66.81,35.18,26.98,8.15,indent_3,2025-02-19,11,2,2,lunch
135606,2025-02-19 11:56:34,3,19.23,1,,,,,0,0,无,1430.1,165.04,75.83,48.22,7.13,indent_3,2025-02-19,11,2,2,lunch
135607,2025-02-19 11:56:56,3,33.49,1,,,,,0,0,无,2304.55,183.45,132.37,109.11,10.05,indent_3,2025-02-19,11,2,2,lunch
135608,2025-02-19 11:59:01,3,22.36,1,,,,,0,0,无,1327.71,145.77,73.46,44.04,12.73,indent_3,2025-02-19,11,2,2,lunch
135609,2025-02-19 11:59:46,3,15.73,1,,,,,0,0,无,1103.77,139.3,58.66,32.6,4.41,indent_3,2025-02-19,11,2,2,lunch
135610,2025-02-19 12:00:47,3,6.85,1,,,,,0,0,无,630.9,93.81,25.42,16.43,3.88,indent_3,2025-02-19,12,2,2,lunch
135611,2025-02-19 12:00:55,3,12.63,1,,,,,0,0,无,885.9,85.91,50.19,36.09,4.04,indent_3,2025-02-19,12,2,2,lunch
135612,2025-02-19 12:01:27,3,9.77,1,,,,,0,0,无,591.13,74.07,34.6,16.88,3.82,indent_3,2025-02-19,12,2,2,lunch
135613,2025-02-19 12:02:03,3,11.3,1,,,,,0,0,无,700.57,107.82,29.41,14.54,7.04,indent_3,2025-02-19,12,2,2,lunch
135614,2025-02-19 12:03:01,3,12.92,1,,,,,0,0,无,992.7,90.52,60.02,39.85,4.49,indent_3,2025-02-19,12,2,2,lunch
135615,2025-02-19 12:03:15,3,27.81,1,,,,,0,0,无,1696.19,193.44,91.14,59.35,12.22,indent_3,2025-02-19,12,2,2,lunch
135616,2025-02-19 12:06:40,3,12.31,1,,,,,0,0,无,864.91,119.9,33.36,27.03,11.46,indent_3,2025-02-19,12,2,2,lunch
135617,2025-02-19 12:08:03,3,10.57,1,,,,,0,0,无,628.81,83.89,29.61,19.31,10.04,indent_3,2025-02-19,12,2,2,lunch
135618,2025-02-19 12:08:58,3,6.1,1,,,,,0,0,无,468.19,69.77,20.71,10.75,4.35,indent_3,2025-02-19,12,2,2,lunch
135619,2025-02-19 12:09:13,3,10.33,1,,,,,0,0,无,797.9,115.47,32.62,21.02,7.24,indent_3,2025-02-19,12,2,2,lunch
135620,2025-02-19 12:09:39,3,24.19,1,,,,,0,0,无,1884.8,114.78,97.31,112.82,11.85,indent_3,2025-02-19,12,2,2,lunch
135621,2025-02-19 12:10:11,3,6.94,1,,,,,0,0,无,597.71,94.65,24.12,11.86,3.79,indent_3,2025-02-19,12,2,2,lunch
135622,2025-02-19 12:20:11,3,22.35,1,,,,,0,0,无,1561.69,149.54,81.35,67.1,9.13,indent_3,2025-02-19,12,2,2,lunch
135623,2025-02-19 12:23:09,3,10.19,1,,,,,0,0,无,708.45,82.46,31.06,27.03,6.07,indent_3,2025-02-19,12,2,2,lunch
135624,2025-02-19 12:27:39,3,6.81,1,,,,,0,0,无,480.71,69.19,20.68,11.06,4.7,indent_3,2025-02-19,12,2,2,lunch
135625,2025-02-20 09:54:50,3,0.22,1,,,,,0,0,无,10.0,0.2,1.0,0.6,0.04,indent_3,2025-02-20,9,3,2,other
135626,2025-02-20 10:46:42,3,6.89,1,,,,,0,0,无,556.7,78.29,25.83,16.44,5.5,indent_3,2025-02-20,10,3,2,lunch
135627,2025-02-20 10:47:05,3,8.17,1,,,,,0,0,无,659.4,85.12,27.17,23.74,7.96,indent_3,2025-02-20,10,3,2,lunch
135628,2025-02-20 10:47:27,3,7.04,1,,,,,0,0,无,281.1,21.49,23.96,12.66,5.83,indent_3,2025-02-20,10,3,2,lunch
135629,2025-02-20 10:47:40,3,11.57,1,,,,,0,0,无,825.9,88.95,45.51,31.19,4.62,indent_3,2025-02-20,10,3,2,lunch
135630,2025-02-20 10:47:59,3,9.1,1,,,,,0,0,无,627.9,99.72,27.1,15.0,8.83,indent_3,2025-02-20,10,3,2,lunch
135631,2025-02-20 10:48:42,3,12.71,1,,,,,0,0,无,724.1,65.7,45.95,30.27,7.05,indent_3,2025-02-20,10,3,2,lunch
135632,2025-02-20 10:48:52,3,8.32,1,,,,,0,0,无,575.4,77.93,28.63,15.61,3.54,indent_3,2025-02-20,10,3,2,lunch
135633,2025-02-20 10:49:38,3,10.25,1,,,,,0,0,无,724.57,75.8,39.36,28.8,5.24,indent_3,2025-02-20,10,3,2,lunch
135634,2025-02-20 10:50:33,3,11.08,1,,,,,0,0,无,368.7,15.25,33.25,18.3,3.05,indent_3,2025-02-20,10,3,2,lunch
135635,2025-02-20 10:51:13,3,5.69,1,,,,,0,0,无,856.6,139.37,28.09,20.27,3.93,indent_3,2025-02-20,10,3,2,lunch
135636,2025-02-20 10:52:13,3,11.62,1,,,,,0,0,无,748.96,82.03,41.87,27.58,5.22,indent_3,2025-02-20,10,3,2,lunch
135637,2025-02-20 10:52:39,3,20.44,1,,,,,0,0,无,1566.79,119.72,92.44,79.35,11.69,indent_3,2025-02-20,10,3,2,lunch
135638,2025-02-20 10:53:41,3,7.93,1,,,,,0,0,无,531.45,66.88,25.79,16.46,5.38,indent_3,2025-02-20,10,3,2,lunch
135639,2025-02-20 10:53:56,3,14.16,1,,,,,0,0,无,777.56,116.27,26.84,24.01,10.88,indent_3,2025-02-20,10,3,2,lunch
135640,2025-02-20 10:55:19,3,14.38,1,,,,,0,0,无,643.75,81.09,35.52,20.19,5.69,indent_3,2025-02-20,10,3,2,lunch
135641,2025-02-20 10:55:32,3,10.82,1,,,,,0,0,无,858.2,123.2,41.78,23.67,9.83,indent_3,2025-02-20,10,3,2,lunch
135642,2025-02-20 10:55:40,3,15.34,1,,,,,0,0,无,703.71,98.8,31.78,21.06,6.76,indent_3,2025-02-20,10,3,2,lunch
135643,2025-02-20 10:56:22,3,12.38,1,,,,,0,0,无,819.36,79.6,47.06,31.94,5.03,indent_3,2025-02-20,10,3,2,lunch
135644,2025-02-20 10:57:14,3,23.08,1,,,,,0,0,无,1253.0,30.95,97.25,80.87,4.7,indent_3,2025-02-20,10,3,2,lunch
135645,2025-02-20 10:59:21,3,16.04,1,,,,,0,0,无,812.66,68.76,55.42,35.55,5.68,indent_3,2025-02-20,10,3,2,lunch
135646,2025-02-20 11:00:02,3,10.52,1,,,,,0,0,无,683.62,71.01,44.41,24.97,5.38,indent_3,2025-02-20,11,3,2,lunch
135647,2025-02-20 11:00:11,3,15.43,1,,,,,0,0,无,665.9,75.74,34.05,25.38,8.47,indent_3,2025-02-20,11,3,2,lunch
135648,2025-02-20 11:00:17,3,12.02,1,,,,,0,0,无,741.66,61.66,48.88,33.38,6.21,indent_3,2025-02-20,11,3,2,lunch
135649,2025-02-20 11:00:30,3,14.3,1,,,,,0,0,无,901.38,42.52,61.58,52.51,1.12,indent_3,2025-02-20,11,3,2,lunch
135650,2025-02-20 11:00:49,3,7.8,1,,,,,0,0,无,432.7,55.28,22.2,14.42,6.69,indent_3,2025-02-20,11,3,2,lunch
135651,2025-02-20 11:01:02,3,25.74,1,,,,,0,0,无,1286.25,109.08,69.44,61.8,6.57,indent_3,2025-02-20,11,3,2,lunch
135652,2025-02-20 11:01:25,3,31.92,1,,,,,0,0,无,1953.91,181.21,112.99,84.23,13.58,indent_3,2025-02-20,11,3,2,lunch
135653,2025-02-20 11:01:32,3,19.61,1,,,,,0,0,无,1105.1,99.05,65.83,47.63,5.14,indent_3,2025-02-20,11,3,2,lunch
135654,2025-02-20 11:01:40,3,35.36,1,,,,,0,0,无,1512.6,129.18,97.32,69.84,15.8,indent_3,2025-02-20,11,3,2,lunch
135655,2025-02-20 11:01:59,3,28.78,1,,,,,0,0,无,1888.09,186.22,108.9,78.49,15.52,indent_3,2025-02-20,11,3,2,lunch
135656,2025-02-20 11:02:04,3,9.93,1,,,,,0,0,无,673.9,86.66,27.33,24.27,7.23,indent_3,2025-02-20,11,3,2,lunch
135657,2025-02-20 11:02:16,3,8.68,1,,,,,0,0,无,797.98,96.0,39.06,27.81,6.11,indent_3,2025-02-20,11,3,2,lunch
135658,2025-02-20 11:02:36,3,11.12,1,,,,,0,0,无,695.87,64.53,40.13,30.75,7.89,indent_3,2025-02-20,11,3,2,lunch
135659,2025-02-20 11:03:08,3,10.75,1,,,,,0,0,无,858.54,100.54,40.63,31.62,6.66,indent_3,2025-02-20,11,3,2,lunch
135660,2025-02-20 11:03:14,3,6.12,1,,,,,0,0,无,450.3,55.14,24.24,14.54,3.9,indent_3,2025-02-20,11,3,2,lunch
135661,2025-02-20 11:03:36,3,10.9,1,,,,,0,0,无,972.8,108.13,48.27,35.08,5.98,indent_3,2025-02-20,11,3,2,lunch
135662,2025-02-20 11:03:41,3,11.3,1,,,,,0,0,无,707.3,100.74,26.9,23.31,7.51,indent_3,2025-02-20,11,3,2,lunch
135663,2025-02-20 11:03:52,3,7.16,1,,,,,0,0,无,530.62,54.17,31.17,19.43,2.64,indent_3,2025-02-20,11,3,2,lunch
135664,2025-02-20 11:04:08,3,12.91,1,,,,,0,0,无,645.84,69.16,40.24,22.52,5.58,indent_3,2025-02-20,11,3,2,lunch
135665,2025-02-20 11:04:40,3,8.62,1,,,,,0,0,无,753.0,102.09,29.14,24.81,9.28,indent_3,2025-02-20,11,3,2,lunch
135666,2025-02-20 11:04:43,3,6.98,1,,,,,0,0,无,439.3,43.64,27.95,16.51,2.77,indent_3,2025-02-20,11,3,2,lunch
135667,2025-02-20 11:05:33,3,11.7,1,,,,,0,0,无,626.18,76.95,36.74,19.1,5.53,indent_3,2025-02-20,11,3,2,lunch
135668,2025-02-20 11:05:47,3,15.86,1,,,,,0,0,无,899.39,85.58,53.53,39.03,7.57,indent_3,2025-02-20,11,3,2,lunch
135669,2025-02-20 11:06:03,3,15.5,1,,,,,0,0,无,992.58,99.07,63.98,40.49,9.37,indent_3,2025-02-20,11,3,2,lunch
135670,2025-02-20 11:06:23,3,2.69,1,,,,,0,0,无,153.6,15.36,10.24,6.4,3.84,indent_3,2025-02-20,11,3,2,lunch
135671,2025-02-20 11:06:40,3,11.24,1,,,,,0,0,无,633.2,60.84,34.09,27.74,7.96,indent_3,2025-02-20,11,3,2,lunch
135672,2025-02-20 11:06:44,3,9.53,1,,,,,0,0,无,705.88,69.72,36.28,29.49,4.64,indent_3,2025-02-20,11,3,2,lunch
135673,2025-02-20 11:06:51,3,11.64,1,,,,,0,0,无,988.8,126.67,41.8,35.19,8.32,indent_3,2025-02-20,11,3,2,lunch
135674,2025-02-20 11:06:59,3,30.15,1,,,,,0,0,无,1087.5,63.75,73.56,56.85,3.36,indent_3,2025-02-20,11,3,2,lunch
135675,2025-02-20 11:07:09,3,9.26,1,,,,,0,0,无,633.06,67.12,32.17,26.7,7.82,indent_3,2025-02-20,11,3,2,lunch
135676,2025-02-20 11:07:13,3,14.89,1,,,,,0,0,无,587.93,64.61,42.47,17.9,11.6,indent_3,2025-02-20,11,3,2,lunch
135677,2025-02-20 11:07:22,3,9.87,1,,,,,0,0,无,589.9,46.5,38.11,26.13,4.84,indent_3,2025-02-20,11,3,2,lunch
135678,2025-02-20 11:07:25,3,16.54,1,,,,,0,0,无,958.94,111.35,51.54,35.2,7.92,indent_3,2025-02-20,11,3,2,lunch
135679,2025-02-20 11:07:30,3,10.25,1,,,,,0,0,无,799.3,91.18,36.35,34.95,8.21,indent_3,2025-02-20,11,3,2,lunch
135680,2025-02-20 11:07:39,3,10.87,1,,,,,0,0,无,735.22,74.99,36.29,30.76,6.26,indent_3,2025-02-20,11,3,2,lunch
135681,2025-02-20 11:07:54,3,18.64,1,,,,,0,0,无,1144.64,128.78,68.93,41.2,12.93,indent_3,2025-02-20,11,3,2,lunch
135682,2025-02-20 11:08:17,3,32.37,1,,,,,0,0,无,1718.11,114.9,116.68,86.1,27.24,indent_3,2025-02-20,11,3,2,lunch
135683,2025-02-20 11:08:38,3,9.7,1,,,,,0,0,无,656.1,71.57,38.31,24.76,5.93,indent_3,2025-02-20,11,3,2,lunch
135684,2025-02-20 11:08:40,3,14.4,1,,,,,0,0,无,958.68,84.4,56.5,42.81,7.24,indent_3,2025-02-20,11,3,2,lunch
135685,2025-02-20 11:08:59,3,10.85,1,,,,,0,0,无,630.81,76.32,33.2,20.34,7.89,indent_3,2025-02-20,11,3,2,lunch
135686,2025-02-20 11:09:04,3,8.3,1,,,,,0,0,无,600.2,71.29,29.47,19.46,5.12,indent_3,2025-02-20,11,3,2,lunch
135687,2025-02-20 11:09:32,3,24.81,1,,,,,0,0,无,1174.39,117.02,69.68,48.41,12.55,indent_3,2025-02-20,11,3,2,lunch
135688,2025-02-20 11:09:53,3,8.87,1,,,,,0,0,无,673.7,94.69,29.28,20.64,6.65,indent_3,2025-02-20,11,3,2,lunch
135689,2025-02-20 11:10:01,3,42.76,1,,,,,0,0,无,2180.7,193.95,142.66,96.65,30.73,indent_3,2025-02-20,11,3,2,lunch
135690,2025-02-20 11:10:05,3,10.18,1,,,,,0,0,无,831.5,67.13,40.7,41.99,5.52,indent_3,2025-02-20,11,3,2,lunch
135691,2025-02-20 11:10:14,3,9.07,1,,,,,0,0,无,626.7,61.72,41.74,23.9,5.4,indent_3,2025-02-20,11,3,2,lunch
135692,2025-02-20 11:10:24,3,7.59,1,,,,,0,0,无,655.2,81.97,35.34,20.15,5.17,indent_3,2025-02-20,11,3,2,lunch
135693,2025-02-20 11:10:39,3,20.48,1,,,,,0,0,无,993.16,83.13,61.07,47.9,8.89,indent_3,2025-02-20,11,3,2,lunch
135694,2025-02-20 11:10:42,3,2.49,1,,,,,0,0,无,244.7,38.91,11.62,5.34,3.9,indent_3,2025-02-20,11,3,2,lunch
135695,2025-02-20 11:10:54,3,11.76,1,,,,,0,0,无,956.0,126.18,45.75,31.26,11.85,indent_3,2025-02-20,11,3,2,lunch
135696,2025-02-20 11:10:58,3,9.74,1,,,,,0,0,无,629.89,72.11,39.85,20.09,5.81,indent_3,2025-02-20,11,3,2,lunch
135697,2025-02-20 11:11:12,3,8.44,1,,,,,0,0,无,722.1,89.14,33.32,25.23,9.83,indent_3,2025-02-20,11,3,2,lunch
135698,2025-02-20 11:11:14,3,21.69,1,,,,,0,0,无,996.61,108.55,50.36,42.26,13.88,indent_3,2025-02-20,11,3,2,lunch
135699,2025-02-20 11:11:27,3,8.22,1,,,,,0,0,无,778.6,96.82,34.36,28.39,6.87,indent_3,2025-02-20,11,3,2,lunch
135700,2025-02-20 11:11:46,3,11.51,1,,,,,0,0,无,700.45,76.27,39.37,25.56,5.0,indent_3,2025-02-20,11,3,2,lunch
135701,2025-02-20 11:11:46,3,10.07,1,,,,,0,0,无,508.36,68.58,23.02,16.48,6.75,indent_3,2025-02-20,11,3,2,lunch
135702,2025-02-20 11:12:09,3,12.16,1,,,,,0,0,无,748.37,86.18,33.77,31.52,9.33,indent_3,2025-02-20,11,3,2,lunch
135703,2025-02-20 11:12:29,3,4.56,1,,,,,0,0,无,472.1,93.13,14.55,3.86,4.95,indent_3,2025-02-20,11,3,2,lunch
135704,2025-02-20 11:12:49,3,9.23,1,,,,,0,0,无,640.79,78.49,31.96,19.24,4.35,indent_3,2025-02-20,11,3,2,lunch
135705,2025-02-20 11:12:55,3,8.71,1,,,,,0,0,无,641.44,56.06,34.39,31.1,6.06,indent_3,2025-02-20,11,3,2,lunch
135706,2025-02-20 11:13:05,3,10.34,1,,,,,0,0,无,831.33,94.15,38.71,33.46,9.29,indent_3,2025-02-20,11,3,2,lunch
135707,2025-02-20 11:13:06,3,16.9,1,,,,,0,0,无,1257.2,163.25,58.34,40.29,11.29,indent_3,2025-02-20,11,3,2,lunch
135708,2025-02-20 11:13:12,3,22.37,1,,,,,0,0,无,1823.82,212.07,86.86,67.09,14.47,indent_3,2025-02-20,11,3,2,lunch
135709,2025-02-20 11:13:17,3,14.95,1,,,,,0,0,无,867.45,96.79,40.22,34.31,7.9,indent_3,2025-02-20,11,3,2,lunch
135710,2025-02-20 11:13:26,3,10.35,1,,,,,0,0,无,874.42,97.6,45.1,31.95,6.29,indent_3,2025-02-20,11,3,2,lunch
135711,2025-02-20 11:13:33,3,9.98,1,,,,,0,0,无,604.87,74.47,34.3,17.51,7.29,indent_3,2025-02-20,11,3,2,lunch
135712,2025-02-20 11:13:38,3,11.3,1,,,,,0,0,无,642.0,48.65,45.01,30.86,10.25,indent_3,2025-02-20,11,3,2,lunch
135713,2025-02-20 11:13:43,3,19.8,1,,,,,0,0,无,707.6,86.71,32.65,27.63,10.5,indent_3,2025-02-20,11,3,2,lunch
135714,2025-02-20 11:13:46,3,6.45,1,,,,,0,0,无,497.82,60.95,27.03,14.78,4.6,indent_3,2025-02-20,11,3,2,lunch
135715,2025-02-20 11:13:59,3,12.32,1,,,,,0,0,无,827.63,81.64,44.8,32.92,7.25,indent_3,2025-02-20,11,3,2,lunch
135716,2025-02-20 11:14:09,3,15.61,1,,,,,0,0,无,949.02,64.84,67.06,46.52,5.96,indent_3,2025-02-20,11,3,2,lunch
135717,2025-02-20 11:14:10,3,14.15,1,,,,,0,0,无,884.6,112.24,39.53,31.23,7.73,indent_3,2025-02-20,11,3,2,lunch
135718,2025-02-20 11:14:17,3,15.81,1,,,,,0,0,无,769.16,71.19,43.35,35.59,6.12,indent_3,2025-02-20,11,3,2,lunch
135719,2025-02-20 11:14:24,3,15.91,1,,,,,0,0,无,1160.4,107.98,63.68,49.86,5.81,indent_3,2025-02-20,11,3,2,lunch
135720,2025-02-20 11:14:29,3,7.65,1,,,,,0,0,无,535.6,45.07,32.28,24.49,3.85,indent_3,2025-02-20,11,3,2,lunch
135721,2025-02-20 11:14:34,3,14.3,1,,,,,0,0,无,957.08,132.4,48.24,26.15,7.75,indent_3,2025-02-20,11,3,2,lunch
135722,2025-02-20 11:14:38,3,13.65,1,,,,,0,0,无,912.87,123.03,41.68,27.39,5.91,indent_3,2025-02-20,11,3,2,lunch
135723,2025-02-20 11:14:47,3,6.19,1,,,,,0,0,无,459.7,51.31,26.69,16.0,4.68,indent_3,2025-02-20,11,3,2,lunch
135724,2025-02-20 11:14:52,3,16.0,1,,,,,0,0,无,836.97,100.87,39.91,29.92,6.6,indent_3,2025-02-20,11,3,2,lunch
135725,2025-02-20 11:14:58,3,9.4,1,,,,,0,0,无,681.72,66.04,34.96,30.85,5.33,indent_3,2025-02-20,11,3,2,lunch
135726,2025-02-20 11:15:02,3,12.55,1,,,,,0,0,无,885.37,104.75,38.0,36.51,10.6,indent_3,2025-02-20,11,3,2,lunch
135727,2025-02-20 11:15:10,3,16.81,1,,,,,0,0,无,1241.47,102.17,65.7,62.35,9.85,indent_3,2025-02-20,11,3,2,lunch
